PEC013	Pecho	Chest Press Machine	Empuje Horizontal	Máquina	Barra	Gimnasio	Baja	Básico	Media	PG, GMM	Complementario	ENF001, ENF002, ENF003, ENF009	PAT004, PAT005	Ninguna
PEC014	Pecho	Press Inclinado en Máquina	Empuje Inclinado	Máquina	Mancuernas	Gimnasio	Baja	Básico	Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT004, PAT005	Ninguna
PEC015	Pecho	Press Declinado en Máquina	Empuje Declinado	Máquina	Mancuernas	Gimnasio	Baja	Básico	Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT004, PAT005	Ninguna
PEC016	Pecho	Pec Deck	Aducción Horizontal	Máquina	Polea	Gimnasio	Baja	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003, ENF009	PAT004, PAT005	Ninguna
PEC017	Pecho	Máquina Convergente de Pecho	Empuje Horizontal	Máquina	Barra	Gimnasio	Baja	Básico	Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT004, PAT005	Ninguna
PEC018	Pecho	Hammer Strength Chest Press	Empuje Horizontal	Máquina	Barra	Gimnasio	Baja	Básico	Media-Alta	GMM, RD	Complementario	ENF001, ENF002, ENF003	PAT004, PAT005	Ninguna
PEC019	Pecho	Crossover Alto-Bajo	Aducción Horizontal	Polea	Banda	Gimnasio	Baja	Básico	Baja	PG, GMM	Aislado	ENF001, ENF002, ENF003, ENF009	PAT004, PAT005	Ninguna
PEC020	Pecho	Crossover Medio	Aducción Horizontal	Polea	Banda	Gimnasio	Baja	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003, ENF009	PAT004, PAT005	Ninguna
PEC021	Pecho	Crossover Bajo-Alto	Aducción Horizontal	Polea	Banda	Gimnasio	Baja	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003, ENF009	PAT004, PAT005	Ninguna
PEC022	Pecho	Press de Pecho en Polea	Empuje Horizontal	Polea	Banda	Gimnasio, Casa	Media	Intermedio	Media	GMM, SB	Complementario	ENF001, ENF002, ENF003	PAT004, PAT005	Ninguna
PEC023	Pecho	Apertura Unilateral en Polea	Empuje Unilateral	Polea	Banda	Gimnasio	Media	Intermedio	Baja	GMM	Estabilidad	ENF001, ENF002, ENF003	PAT004, PAT005	Ninguna
PEC024	Pecho	Press Unilateral en Polea	Empuje Unilateral	Polea	Banda	Gimnasio	Media	Intermedio	Media	GMM, RD	Estabilidad	ENF001, ENF002, ENF003	PAT004, PAT005	Ninguna
PEC025	Pecho	Flexiones Tradicionales	Empuje Horizontal	Propio Peso	Banda	Casa, Aire Libre, Gimnasio	Baja-Media	Básico	Media	PG, SB, GMM	Metabólico	ENF002, ENF003, ENF009	PAT004, MUN, PAT005	ENF010 avanzada
PEC026	Pecho	Flexiones Inclinadas	Empuje Horizontal	Propio Peso	Banco	Casa, Aire Libre	Baja	Básico	Baja-Media	PG, SB	Correctivo	ENF001, ENF002, ENF003, ENF009	PAT004, MUN	Ninguna
PEC027	Pecho	Flexiones Declinadas	Empuje Declinado	Propio Peso	Banco	Casa, Aire Libre	Media	Intermedio	Media	PG, RD	Metabólico	ENF002, ENF003	PAT004, PAT003, MUN	ENF010
PEC028	Pecho	Flexiones Diamante	Empuje Horizontal	Propio Peso	Ninguna	Casa, Aire Libre	Media	Intermedio	Media	PG, GMM	Complementario	ENF002, ENF003	PAT004, PAT005, COD, MUN	Ninguna
PEC029	Pecho	Archer Push Up	Empuje Unilateral	Propio Peso	Ninguna	Casa, Aire Libre	Alta	Avanzado	Alta	RD	Potencia	ENF002	PAT004, PAT005, MUN	ENF001, ENF008
PEC030	Pecho	Explosive Push Up	Pliometría	Propio Peso	Ninguna	Casa, Aire Libre, Gimnasio	Alta	Avanzado	Alta	PG, RD	Potencia	Ninguna	ENF002	ENF001, PAT004, PAT005, MUN, ENF008, ENF010
ESP001	Espalda	Remo con Barra	Tracción Horizontal	Barra	T-Bar	Gimnasio	Media-Alta	Intermedio	Alta	PG, GMM, RD	Principal	ENF002, ENF003	PAT001, PAT004, PAT010	PAT002
ESP002	Espalda	Peso Muerto Convencional	Dominante Cadera	Barra	Trap Bar	Gimnasio	Media-Alta	Avanzado	Alta	GMM, RD	Principal	ENF002, ENF003	PAT001, PAT009, PAT010, ENF007	PAT002
ESP003	Espalda	Peso Muerto Rumano	Dominante Cadera	Barra	Mancuernas	Gimnasio	Media-Alta	Intermedio	Alta	GMM, RD	Principal	ENF002, ENF003	PAT001, PAT009, PAT010	PAT002
ESP004	Espalda	Rack Pull	Tracción Parcial	Barra	Smith	Gimnasio	Media-Alta	Avanzado	Alta	GMM, RD	Principal	ENF002, ENF003	PAT001, PAT009	PAT002
ESP005	Espalda	Remo T-Bar	Tracción Horizontal	Barra	Máquina	Gimnasio	Media-Alta	Intermedio	Alta	GMM, RD	Principal	ENF002, ENF003	PAT001, PAT004, PAT010	PAT002
ESP006	Espalda	Pendlay Row	Tracción Horizontal	Barra	Remo Barra	Gimnasio	Alta	Avanzado	Alta	GMM, RD	Principal	ENF002, ENF003	PAT001, PAT004, PAT010	PAT002
ESP007	Espalda	Remo Unilateral	Tracción Horizontal Unilateral	Mancuernas	Polea	Gimnasio, Casa	Media	Básico	Media	PG, GMM, SB	Complementario	ENF001, ENF002, ENF003	PAT004, PAT011	Ninguna
ESP008	Espalda	Pullover con Mancuerna	Extensión Hombro	Mancuernas	Polea	Gimnasio, Casa	Media	Básico	Media	GMM, SB	Complementario	ENF001, ENF002, ENF003	PAT004, PAT014	PAT002
ESP009	Espalda	Encogimientos	Elevación Escapular	Mancuernas	Barra	Gimnasio, Casa	Media	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003	PAT003	Ninguna
ESP010	Espalda	Renegade Row	Tracción Horizontal Unilateral	Mancuernas	Propio Peso	Gimnasio, Casa	Media	Intermedio	Media-Alta	PG, RD	Estabilidad	ENF002, ENF003	PAT001, PAT004, PAT011	PAT002
ESP011	Espalda	Remo Inclinado	Tracción Horizontal	Mancuernas	Barra	Gimnasio, Casa	Media	Intermedio	Media	PG, GMM	Complementario	ENF002, ENF003	PAT001, PAT004	PAT002
ESP012	Espalda	Farmer Carry	Transporte de Carga	Mancuernas	Trap Bar	Gimnasio, Aire Libre	Media	Intermedio	Media-Alta	PG, RD, SB	Estabilidad	ENF001, ENF002, ENF003	PAT001, PAT011, PAT012	PAT002
ESP013	Espalda	Remo Hammer	Tracción Horizontal	Máquina	Polea	Gimnasio	Baja	Básico	Media	PG, GMM	Complementario	ENF001, ENF002, ENF003, ENF009	PAT004	Ninguna
ESP014	Espalda	Jalón Convergente	Tracción Vertical	Máquina	Polea	Gimnasio	Baja	Básico	Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT004, PAT014	Ninguna
ESP015	Espalda	Remo Iso Lateral	Tracción Horizontal	Máquina	Mancuernas	Gimnasio	Baja	Básico	Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT004	Ninguna
ESP016	Espalda	Pull Down Machine	Tracción Vertical	Máquina	Polea	Gimnasio	Baja	Básico	Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT004, PAT014	Ninguna
ESP017	Espalda	Máquina Dorsal	Tracción Vertical	Máquina	Polea	Gimnasio	Baja	Básico	Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT004	Ninguna
ESP018	Espalda	Máquina Low Row	Tracción Horizontal	Máquina	Polea	Gimnasio	Baja	Básico	Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT004	Ninguna
ESP019	Espalda	Jalón al Pecho	Tracción Vertical	Polea	Banda	Gimnasio	Baja	Básico	Media	PG, GMM	Principal	ENF001, ENF002, ENF003	PAT004, PAT014	Ninguna
ESP020	Espalda	Remo Sentado	Tracción Horizontal	Polea	Banda	Gimnasio	Baja	Básico	Media	PG, GMM	Principal	ENF001, ENF002, ENF003, ENF009	PAT004	Ninguna
ESP021	Espalda	Face Pull	Retracción Escapular	Polea	Banda	Gimnasio, Casa	Baja	Básico	Baja	GMM, SB	Correctivo	ENF001, ENF002, ENF003	PAT004, PAT014	Ninguna
ESP022	Espalda	Pullover Polea	Extensión Hombro	Polea	Banda	Gimnasio	Baja	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003	PAT004, PAT014	Ninguna
ESP023	Espalda	Jalón Neutro	Tracción Vertical	Polea	Banda	Gimnasio	Baja	Básico	Media	GMM	Principal	ENF001, ENF002, ENF003	PAT004	Ninguna
ESP024	Espalda	Remo Unilateral Polea	Tracción Horizontal Unilateral	Polea	Mancuerna	Gimnasio	Baja	Básico	Media	GMM	Estabilidad	ENF001, ENF002, ENF003	PAT004	Ninguna
ESP025	Espalda	Dominadas Pronadas	Tracción Vertical	Propio Peso	Banda	Gimnasio, Aire Libre	Media	Intermedio	Alta	PG, GMM, RD	Principal	ENF002	PAT004, PAT011, PAT012, PAT014	ENF001, ENF008
ESP026	Espalda	Dominadas Supinas	Tracción Vertical	Propio Peso	Banda	Gimnasio, Aire Libre	Media	Intermedio	Alta	PG, GMM, RD	Principal	ENF002	PAT004, PAT011, PAT012, PAT014	ENF001, ENF008
ESP027	Espalda	Remo Invertido	Tracción Horizontal	Propio Peso	TRX	Gimnasio, Casa, Aire Libre	Baja-Media	Básico	Media	PG, GMM, SB	Complementario	ENF001, ENF002, ENF003	PAT004, PAT011	Ninguna
ESP028	Espalda	Australian Pull Up	Tracción Horizontal	Propio Peso	TRX	Gimnasio, Casa, Aire Libre	Baja-Media	Básico	Media	PG, GMM, SB	Complementario	ENF001, ENF002, ENF003, ENF009	PAT004	Ninguna
ESP029	Espalda	Superman Hold	Extensión Espinal	Propio Peso	Colchoneta	Casa	Baja-Media	Básico	Baja	SB	Correctivo	ENF001, ENF002, ENF003, ENF009	PAT001	PAT002
ESP030	Espalda	Scapular Pull Up	Control Escapular	Propio Peso	Barra Dominadas	Gimnasio, Aire Libre	Baja-Media	Básico	Baja	SB, RD	Correctivo	ENF001, ENF002, ENF003	PAT004, PAT014	Ninguna
HOM001	Hombro	Press Militar	Empuje Vertical	Barra	Smith	Gimnasio	Media-Alta	Intermedio	Alta	PG, GMM, RD	Principal	ENF002, ENF003	PAT003, PAT004, PAT005, PAT014, ENF004	PAT002
HOM002	Hombro	Push Press	Empuje Vertical Explosivo	Barra	Smith	Gimnasio	Alta	Avanzado	Alta	RD, GMM	Potencia	ENF002	PAT003, PAT004, PAT005, PAT014	ENF001, ENF008, PAT002
HOM003	Hombro	Remo al Mentón	Tracción Vertical	Barra	Polea	Gimnasio	Media-Alta	Intermedio	Media-Alta	GMM	Complementario	ENF001, ENF002, ENF003	PAT004, PAT005, PAT014	Ninguna
HOM004	Hombro	Cuban Press	Rotación Externa + Empuje	Barra	Mancuernas	Gimnasio	Media-Alta	Avanzado	Media	SB, RD	Correctivo	ENF001, ENF002, ENF003	PAT004, PAT005, PAT014	Ninguna
HOM005	Hombro	Landmine Press	Empuje Diagonal	Barra	Landmine	Gimnasio	Media	Intermedio	Media-Alta	GMM, RD	Principal	ENF001, ENF002, ENF003, ENF009	PAT004, PAT005	Ninguna
HOM006	Hombro	Behind Neck Press	Empuje Vertical	Barra	Smith	Gimnasio	Alta	Avanzado	Alta	GMM	Principal	Ninguna	PAT003	PAT004, PAT005, PAT014
HOM007	Hombro	Arnold Press	Empuje Vertical	Mancuernas	Máquina	Gimnasio, Casa	Media	Intermedio	Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT004, PAT005, PAT014	Ninguna
HOM008	Hombro	Elevaciones Laterales	Abducción Hombro	Mancuernas	Polea	Gimnasio, Casa	Media	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003, ENF009	PAT004, PAT005	Ninguna
HOM009	Hombro	Elevaciones Frontales	Flexión Hombro	Mancuernas	Polea	Gimnasio, Casa	Media	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003, ENF009	PAT004, PAT005	Ninguna
HOM010	Hombro	Pájaros	Abducción Horizontal	Mancuernas	Pec Deck Posterior	Gimnasio, Casa	Media	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003, ENF009	PAT004	Ninguna
HOM011	Hombro	Shrugs	Elevación Escapular	Mancuernas	Barra	Gimnasio, Casa	Media	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003	PAT003	Ninguna
HOM012	Hombro	Press Hombro Mancuerna	Empuje Vertical	Mancuernas	Máquina	Gimnasio, Casa	Media	Básico	Media	PG, GMM	Principal	ENF001, ENF002, ENF003	PAT004, PAT005, PAT014	Ninguna
HOM013	Hombro	Shoulder Press Machine	Empuje Vertical	Máquina	Mancuernas	Gimnasio	Baja	Básico	Media	PG, GMM	Complementario	ENF001, ENF002, ENF003, ENF009	PAT004, PAT005	Ninguna
HOM014	Hombro	Pec Deck Posterior	Abducción Horizontal	Máquina	Polea	Gimnasio	Baja	Básico	Baja	GMM, SB	Aislado	ENF001, ENF002, ENF003, ENF009	PAT004	Ninguna
HOM015	Hombro	Lateral Raise Machine	Abducción Hombro	Máquina	Mancuernas	Gimnasio	Baja	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003, ENF009	PAT004	Ninguna
HOM016	Hombro	Smith Shoulder Press	Empuje Vertical	Máquina Smith	Barra	Gimnasio	Baja	Básico	Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT004, PAT005, PAT014	Ninguna
HOM017	Hombro	Máquina Convergente Hombro	Empuje Vertical	Máquina	Mancuernas	Gimnasio	Baja	Básico	Media	GMM	Complementario	ENF001, ENF002, ENF003, ENF009	PAT004, PAT005	Ninguna
HOM018	Hombro	Deltoid Machine	Abducción Hombro	Máquina	Mancuernas	Gimnasio	Baja	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003, ENF009	PAT004	Ninguna
HOM019	Hombro	Face Pull	Retracción Escapular	Polea	Banda	Gimnasio, Casa	Baja	Básico	Baja	SB, GMM	Correctivo	ENF001, ENF002, ENF003, ENF009	PAT004, PAT014	Ninguna
HOM020	Hombro	Elevaciones Laterales Polea	Abducción Hombro	Polea	Mancuernas	Gimnasio	Baja	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003	PAT004	Ninguna
HOM021	Hombro	Elevaciones Frontales Polea	Flexión Hombro	Polea	Mancuernas	Gimnasio	Baja	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003	PAT004	Ninguna
HOM022	Hombro	Rear Delt Cable Fly	Abducción Horizontal	Polea	Pec Deck Posterior	Gimnasio	Baja	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003	PAT004	Ninguna
HOM023	Hombro	Upright Row Polea	Tracción Vertical	Polea	Barra	Gimnasio	Baja	Básico	Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT004, PAT005, PAT014	Ninguna
HOM024	Hombro	Cable Y Raise	Elevación Escapular	Polea	Banda	Gimnasio, Casa	Baja	Básico	Baja	SB, RD	Correctivo	ENF001, ENF002, ENF003, ENF009	PAT004, PAT014	Ninguna
HOM025	Hombro	Handstand Push Up	Empuje Vertical	Propio Peso	Pared	Casa, Gimnasio	Alta	Avanzado	Alta	RD	Potencia	Ninguna	PAT003, PAT004, PAT011	ENF001, ENF008, ENF010, PAT014
HOM026	Hombro	Pike Push Up	Empuje Vertical	Propio Peso	Banco	Casa, Aire Libre	Media	Intermedio	Media-Alta	PG, RD	Potencia	ENF002	PAT003, PAT004, PAT011	ENF001, ENF008
HOM027	Hombro	Wall Walk	Estabilidad Escapular	Propio Peso	Pared	Casa, Gimnasio	Alta	Avanzado	Alta	RD	Estabilidad	ENF002	PAT004, PAT011, PAT014	ENF001, ENF008, ENF010
HOM028	Hombro	Bear Crawl	Locomoción	Propio Peso	Ninguna	Casa, Aire Libre	Media	Intermedio	Media	PG, SB, RD	Metabólico	ENF001, ENF002, ENF003	PAT004, PAT011	Ninguna
HOM029	Hombro	Plank Shoulder Taps	Anti-Rotación	Propio Peso	Colchoneta	Casa, Gimnasio	Baja-Media	Básico	Baja-Media	SB, PG	Estabilidad	ENF001, ENF002, ENF003, ENF009	PAT004, PAT011	Ninguna
HOM030	Hombro	Dive Bomber Push Up	Empuje Dinámico	Propio Peso	Ninguna	Casa, Aire Libre	Alta	Avanzado	Alta	RD, PG	Potencia	ENF002	PAT004, PAT011, PAT014	ENF001, ENF008
BRA001	Brazo General	Curl Barra	Flexión de Codo	Barra	Barra EZ	Gimnasio	Media-Alta	Intermedio	Media	GMM, RD	Principal	ENF001, ENF002, ENF003, ENF009	PAT011, PAT012, PAT005	Ninguna
BRA002	Brazo General	Press Francés	Extensión de Codo	Barra	Barra EZ	Gimnasio	Media-Alta	Intermedio	Media	GMM	Principal	ENF001, ENF002, ENF003	PAT004, PAT012, PAT005	Ninguna
BRA003	Brazo General	Press Cerrado	Empuje Horizontal	Barra	Smith	Gimnasio	Media-Alta	Intermedio	Alta	GMM, RD	Principal	ENF002, ENF003	PAT004, PAT011, PAT012, PAT005	PAT002
BRA004	Brazo General	Rompecráneos	Extensión de Codo	Barra	Barra EZ	Gimnasio	Media-Alta	Intermedio	Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT012, PAT004, PAT005	Ninguna
BRA005	Brazo General	Curl Reverso	Flexión de Codo	Barra	Barra EZ	Gimnasio	Media-Alta	Intermedio	Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT011, PAT012	Ninguna
BRA006	Brazo General	Curl EZ	Flexión de Codo	Barra EZ	Barra	Gimnasio	Media-Alta	Intermedio	Media	GMM	Principal	ENF001, ENF002, ENF003, ENF009	PAT011, PAT012, PAT005	Ninguna
BRA007	Brazo General	Curl Martillo	Flexión de Codo Neutra	Mancuernas	Polea	Gimnasio, Casa	Media	Básico	Baja-Media	GMM, SB	Complementario	ENF001, ENF002, ENF003, ENF009	PAT011, PAT012	Ninguna
BRA008	Brazo General	Curl Inclinado	Flexión de Codo	Mancuernas	Banco Inclinado	Gimnasio	Media	Intermedio	Baja-Media	GMM	Complementario	ENF001, ENF002, ENF003	PAT004, PAT012	Ninguna
BRA009	Brazo General	Curl Concentrado	Flexión de Codo Unilateral	Mancuernas	Polea	Gimnasio, Casa	Media	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003, ENF009	PAT012	Ninguna
BRA010	Brazo General	Kickback	Extensión de Codo	Mancuernas	Polea	Gimnasio, Casa	Media	Básico	Baja	GMM	Aislado	ENF001, ENF002, ENF003	PAT004, PAT012	Ninguna
